Tweets,len,ID,Date,Source,Likes,RTs,SA
"@justtinotenda Hi there @justtinotenda, our apologies for that experience, kindly DM your mobile number if you are… https://t.co/rBSdFcTcrb",139,1.12E+18,30/4/2019 12:04,Twitter Web Client,0,0,1
"@shadreckMatashu Makadii Mambo, tinokumbirawo kuDM nenhamba dzenyu, zuva pazvakaitika, nenhamba dzamaitengera tikubatsirei. ^TAM",128,1.12E+18,30/4/2019 12:02,Twitter Web Client,0,0,0
"@ChigwedereL Hie Leeroy. Kindly DM your number and let us know the challenge that you are facing in detail, we will assist. ^GFK",128,1.12E+18,30/4/2019 12:01,Twitter Web Client,0,0,1
"@Natemafe Hi there @Natemafe, kindly DM your mobile number and advise us when and how much disappeared so that we assist. ^TAM",126,1.12E+18,30/4/2019 11:59,Twitter Web Client,0,0,1
"@sheckym Hi Misheck. kindly DM the number that you used to make the transaction, the recipient's number, the date a… https://t.co/Krb4ZXaR6L",140,1.12E+18,30/4/2019 11:49,Twitter Web Client,0,0,1
@Ko_Bulawayo Hie koBulawayo. Thank you for your suggestion. Your feedback will be shared with the relevant team. ^GFK,117,1.12E+18,30/4/2019 11:44,Twitter Web Client,2,0,1
"@Farisai81 Hie Karen. Please DM the number that you used to purchase the bundle, the recipient's number, the type o… https://t.co/Dq4nVXTL2L",140,1.12E+18,30/4/2019 11:39,Twitter Web Client,0,0,0
"@KudzMakoni Hi there @KudzMakoni, kindly DM enlighting us on the challenges that you experienced so that we assist. ^TAM",120,1.12E+18,30/4/2019 11:38,Twitter Web Client,0,0,1
"@DrMartinStrange Hi there, kindly go ahead and DM us now. ^TAM",62,1.12E+18,30/4/2019 11:37,Twitter Web Client,0,0,1
"@sagie_sg Hi there, please refer to your DM for our response. ^TAM",66,1.12E+18,30/4/2019 11:36,Twitter Web Client,0,0,0
"@MarimaAbgirl Hi, there @MarimaAbgirl, kindly restart your device and try again. If you fail to download images, pl… https://t.co/Kdqjj9WFzr",140,1.12E+18,30/4/2019 11:35,Twitter Web Client,0,0,1
"@Babatino9 Hi Buddie, kindly check your DM for assistance. ^TAM",63,1.12E+18,30/4/2019 11:27,Twitter Web Client,0,0,1
"@evans_chikukwa Good day Evans, our apologies for that experience, kindly DM your mobile number, number bought for,… https://t.co/yzewSDSU3s",140,1.12E+18,30/4/2019 11:21,Twitter Web Client,0,0,1
"@_Caramel07 Hi, there @_Caramel07, kindly check your DM for our response. ^TAM",78,1.12E+18,30/4/2019 11:17,Twitter Web Client,0,0,1
"@biliovic Hi Buddie, kindly confirm the transaction type for assistance. ^LTN",77,1.12E+18,30/4/2019 10:45,Twitter Web Client,0,0,1
"@Lasford4 Hi Buddie, kindly DM your mobile number for assistance. ^LTN",70,1.12E+18,30/4/2019 10:40,Twitter Web Client,0,0,1
@MNyamuwe Tinokumbira mutitumire kuDM number dzenyu dzamakashandisa kutenga airtime pamwe chete nedzamaiedza kutumira airtime iyi. ^LTN,135,1.12E+18,30/4/2019 10:37,Twitter Web Client,0,0,0
"@therealmackoyDT Hi Buddie, kindly check your DM. ^TAM",54,1.12E+18,30/4/2019 10:30,Twitter Web Client,0,0,1
"@mbile98 Hie Sibongile. If you are still facing the same challenge, kindly DM your number. ^GFK",95,1.12E+18,30/4/2019 10:18,Twitter Web Client,0,0,1
"@WiseFuturist Hi Rod, kindly DM your number for assistance. ^TAM",64,1.12E+18,30/4/2019 10:17,Twitter Web Client,1,0,1
"@Her__Hotness Hi there Buddie, kindly dial ##002# to deactivate. ^TAM",69,1.12E+18,30/4/2019 10:15,Twitter Web Client,3,1,1
"@LlewelynKondon2 Makadii @LlewelynKondon2, tinokumbirawo nhamba dzenyu dzenhare nezuva racho ku DM kwedu tikwanise kukubetserai. ^TAM",133,1.12E+18,30/4/2019 10:14,Twitter Web Client,0,0,0
"@Iambrian9 Hi there Brian, kindly DM your mobile number and bundle of your choice so that we convert. ^TAM",106,1.12E+18,30/4/2019 10:13,Twitter Web Client,0,0,1
"@Iambrian9 Hi there Brian, kindly DM your mobile number and bundle of your choice so that we convert. ^TAM",106,1.12E+18,30/4/2019 10:12,Twitter Web Client,0,0,1
"@wmanatsa Hi, there kindly note the funds rolled back on 29/04/19 at 19:40. ^TAM",80,1.12E+18,30/4/2019 10:05,Twitter Web Client,0,0,1
"@MunyaG007 Hi @MunyaG007, kindly note we have re-engaged our support team so that we rectify the issue. Thank you f… https://t.co/fB0ggbWHgJ",140,1.12E+18,30/4/2019 09:56,Twitter Web Client,0,0,1
"@melissakarig Hi Buddie, how may we assist? ^LTN",48,1.12E+18,30/4/2019 09:49,Twitter Web Client,1,0,0
"@oldmajor_7 Hi Buddie, apologies for the experience. May you kindly DM the mobile number used to purchase the bundl… https://t.co/X5AqzeV5gX",140,1.12E+18,30/4/2019 09:48,Twitter Web Client,1,0,1
"@AbeTauro Hi Buddie, kindly check your DM for our response. ^LTN",64,1.12E+18,30/4/2019 09:42,Twitter Web Client,0,0,1
"@SimbaChirapa_ae @EconetSupport Hi Buddie, kindly DM the mobile number used to make the purchase for assistance. ^LTN",117,1.12E+18,30/4/2019 09:31,Twitter Web Client,0,0,1
"@morrmak Hi Buddie, kindly send 'STOP' to 30440 to deactivate commercial messages. ^LTN",87,1.12E+18,30/4/2019 09:24,Twitter Web Client,0,0,1
"@Flora4reeal Hi @Flora4reeal, may you kindly check your DM for our response. ^TAM",81,1.12E+18,30/4/2019 09:23,Twitter Web Client,0,0,1
"@sirlumat3 Hi Buddie, apologies for the experience. May you kindly DM the mobile number used to purchase the airtim… https://t.co/solutiumBv",140,1.12E+18,30/4/2019 09:22,Twitter Web Client,0,0,1
"@shadreckMatashu @AZimindi Hi Buddie, apologies for the experience. May you kindly provide the mobile number used t… https://t.co/wZCpwKc8N3",140,1.12E+18,30/4/2019 09:21,Twitter Web Client,0,0,1
"@Malunga82 Hi @Malunga82, thank you for contacting us, how may we assist? ^TAM",78,1.12E+18,30/4/2019 09:19,Twitter Web Client,0,0,0
"@mrChiwaka Hi Taku, our apologies for the experience. We have escalated the issue to our support team. If the trans… https://t.co/YBLCUrQcVC",140,1.12E+18,30/4/2019 09:17,Twitter Web Client,0,0,0
"@iam_kingbee Hi Buddie, apologies for the experience. May you kindly DM the mobile number used to purchase the bund… https://t.co/BGiqBqNa29",140,1.12E+18,30/4/2019 09:15,Twitter Web Client,0,0,1
"@__masibanda__ Hi Buddie, apologies for the experience. May you kindly provide the mobile number used to purchase t… https://t.co/KfSmp4DFL8",140,1.12E+18,30/4/2019 09:14,Twitter Web Client,0,0,1
"@_Caramel07 Hi Buddie, kindly note both transactions were successfully credited to your number at 1904hrs and at 1905hrs. ^LTN",126,1.12E+18,30/4/2019 09:09,Twitter Web Client,0,0,1
@DitimaGarai You welcome Garai. Stay inspired 🙂. ^TAM,53,1.12E+18,30/4/2019 09:05,Twitter Web Client,0,0,1
@sagie_sg Hi @sagie_sg we saw it. Check your DM. ^TAM,53,1.12E+18,30/4/2019 09:04,Twitter Web Client,0,0,0
"@sagie_sg Hi Buddie, kindly check your DM for our response. ^TAM",64,1.12E+18,30/4/2019 09:03,Twitter Web Client,0,0,1
"@politendlovu65 Hi Buddie, kindly DM your mobile number if you are still experiencing the challenge so that we assist. ^TAM",123,1.12E+18,30/4/2019 08:53,Twitter Web Client,0,0,1
@LILMARSSHEX Good day @LILMARSSHEX. Please check your DM for the response. ^TAM,79,1.12E+18,30/4/2019 08:51,Twitter Web Client,1,0,1
"@Resistance_Room Hi @Resistance_Room, kindly dial ##002# to cancel all diverts. ^TAM",84,1.12E+18,30/4/2019 08:45,Twitter Web Client,0,0,1
"@OgaMusah Makadii @OgaMusah, inoshanda. Tinehurombo kuti matadza kutibata. Munogona kutibata ipapa pa twitter handl… https://t.co/G32URBxgYS",140,1.12E+18,30/4/2019 08:44,Twitter Web Client,1,0,0
@Notguil92241519 Hi there @Notguil92241519. We sincerely apologize for the experience. Please note that we are work… https://t.co/yLo5YPM780,140,1.12E+18,30/4/2019 08:37,Twitter Web Client,0,0,1
"@Baba_Andile Hi Buddie, thank you for the feedback. We will be sharing it with our team. ^LTN",93,1.12E+18,30/4/2019 08:37,Twitter Web Client,1,0,0
@bravehearttawy We have responded @bravehearttawy. ^TAM,55,1.12E+18,30/4/2019 08:34,Twitter Web Client,0,0,0
"@Eumesno1 @AsorM2 Makadii Eumesno, tinokumbirawo mutizivise error message yamurikuwana zvese ne number dzenyu ku DM… https://t.co/BSgZWOLrQ0",140,1.12E+18,30/4/2019 08:32,Twitter Web Client,0,0,0
"@ObrienFlowz Hi Buddie, kindly DM your mobile number as well for further assistance. ^LTN",89,1.12E+18,30/4/2019 08:30,Twitter Web Client,0,0,1
"@obeyomega708 Hi there @obeyomega708, kindly engage our telesales department on 08081000 for prices and types of devices available. ^TAM",136,1.12E+18,30/4/2019 08:30,Twitter Web Client,0,0,1
"@silasmparadza Hi @silasmparadza, kindly check your DM for our response. ^TAM",77,1.12E+18,30/4/2019 08:27,Twitter Web Client,0,0,1
"@CeeVarie Hi Eppie, how may we assist you? ^LTN",47,1.12E+18,30/4/2019 08:21,Twitter Web Client,0,0,0
"@the_dimpled_one Hi @the_dimpled_one, kindly check your DM for our response. ^TAM",81,1.12E+18,30/4/2019 08:19,Twitter Web Client,0,0,1
"@therealmackoyDT Hi @therealmackoyDT, tinokumbirawo mutarise ku DM kwenyu. ^TAM",79,1.12E+18,30/4/2019 08:10,Twitter Web Client,0,0,0
"@DigeneralNyasha Hie Nyasha. Kindly DM the number that you used to make the transaction, the recipient's number, th… https://t.co/X0XSUCU9Ik",140,1.12E+18,30/4/2019 08:09,Twitter Web Client,0,0,1
"@Tessa_zwcitizen Hi Buddie, kindly send 'STOP' to 30440 to deactivate commercial messages. ^LTN",95,1.12E+18,30/4/2019 07:59,Twitter Web Client,0,0,1
"@fuechitare Hi Buddie, kindly provide more information regarding the matter for assistance. ^LTN",96,1.12E+18,30/4/2019 07:57,Twitter Web Client,0,0,1
"@FredrickTom4 Hi Buddie, how may we assist you? ^LTN",52,1.12E+18,30/4/2019 07:55,Twitter Web Client,0,0,0
"@instaeconomy Hi Buddie, kindly confirm your current location for assistance. ^LTN",82,1.12E+18,30/4/2019 07:54,Twitter Web Client,0,0,1
"@riostm2011 Hi Buddie, kindly provide more information regarding the issue for assistance. ^LTN",95,1.12E+18,30/4/2019 07:52,Twitter Web Client,0,0,1
"@Young33shakur1 Hi Buddie, kindly note your issue is still in progress. Please bear with us as we try to resolve your issue. ^LTN",129,1.12E+18,30/4/2019 07:51,Twitter Web Client,0,0,1
"@leroyleo4 Hi Buddie, apologies for the experience. Kindly note we have forwarded your issue to our support team wi… https://t.co/T9Tr2dAYWr",140,1.12E+18,30/4/2019 07:50,Twitter Web Client,0,0,1
"@BoityMelissa Hi Buddie, kindly note we are working tirelessly to resolve your issue. We apologise for the inconvenience caused. ^LTN",133,1.12E+18,30/4/2019 07:35,Twitter Web Client,0,0,1
"@SmangaMad Hi there @SmangaMad, kindly DM your number for assistance. ^TAM",74,1.12E+18,30/4/2019 07:20,Twitter Web Client,0,0,1
"@Jon_ZW Hi there @Jon_ZW, we have responded. Kindly check your DM. TAM",70,1.12E+18,30/4/2019 07:15,Twitter Web Client,0,0,1
"@Muronzism Hi, there @Muronzism, our apologies for the experience. Kindly DM us your number, amount, date and meter… https://t.co/poiiGtbvVO",140,1.12E+18,30/4/2019 07:10,Twitter Web Client,0,0,1
"@Lennymurandu Good day Lenny, kindly refer to your DM for our response. ^TAM",76,1.12E+18,30/4/2019 07:08,Twitter Web Client,0,0,1
"@GivenMusakaruka Hi Buddie, kindly check your DM for our response. ^LTN",71,1.12E+18,30/4/2019 07:08,Twitter Web Client,1,0,1
@SPazvose Hi Shumba. Kindly check your DM for the response.^TAM,63,1.12E+18,30/4/2019 07:01,Twitter Web Client,0,0,1
"@adkaegon Hi Buddie, kindly provide information regarding your issue for assistance. ^LTN",89,1.12E+18,30/4/2019 06:54,Twitter Web Client,0,0,1
"@DelilahTee Hi Delilah, kindly DM your phone number, date of transaction, amount and your banking details for assistance. ^TAM",126,1.12E+18,30/4/2019 06:54,Twitter Web Client,0,0,1
"@ColourMeAwsome Hi Buddie, kindly note we value your feedback and we will be more than happy to share it with our team. ^LTN",124,1.12E+18,30/4/2019 06:53,Twitter Web Client,1,0,1
"@anesu_dikaz Hi Buddie, kindly note we are currently looking into your issue. Alternatively, you can make use of My… https://t.co/B7XVlxrngN",140,1.12E+18,30/4/2019 06:52,Twitter Web Client,0,0,1
"@onnyd Makadii Onismore, hongu inoshanda, tinokumbirawo mutarise mhinduro kuDM kwenyu. ^TAM",91,1.12E+18,30/4/2019 06:52,Twitter Web Client,0,0,0
"@BishiDenise Hi Buddie, YoMix is coming back soon😎. It will be bigger and better. Watch the space. ^LTN",103,1.12E+18,30/4/2019 06:49,Twitter Web Client,0,0,1
"@naero07 Hi Buddie, kindly check your DM for our response. ^LTN",63,1.12E+18,30/4/2019 06:47,Twitter Web Client,0,0,1
@MazadzaJosphat Hi Josphat. Kindly check your DM for the response.^TAM,70,1.12E+18,30/4/2019 06:42,Twitter Web Client,0,0,1
"@ChigwedereL Hi Buddie, kindly note our bundles are usage-based, you can make use of My Web Self-care to check and… https://t.co/BP8eUYcfQN",139,1.12E+18,30/4/2019 06:38,Twitter Web Client,0,0,1
@AbsolomHandur10 You welcome @AbsolomHandur10. Kindly refer to the DM for our response. ^TAM,92,1.12E+18,30/4/2019 06:35,Twitter Web Client,0,0,1
@AbsolomHandur10 Hi there! Kindly refer to the DM for our response. ^TAM,72,1.12E+18,30/4/2019 06:34,Twitter Web Client,0,0,1
"@moyobella3 Hi Buddie, how may we assist you? ^LTN",50,1.12E+18,30/4/2019 06:32,Twitter Web Client,0,0,0
@Tsie_tha_Queen You welcome @Tsie_tha_Queen. We value your continued support. ^TAM,82,1.12E+18,30/4/2019 06:18,Twitter Web Client,1,0,1
"@BrianMaruta Hi Buddie, kindly provide details regarding your issue and we will be able to assist with a follow up. ^LTN",120,1.12E+18,30/4/2019 06:16,Twitter Web Client,1,0,1
"@SirFreecent Hi Buddie, apologies for the experience. May you kindly DM the mobile number used to purchase the airt… https://t.co/Bq9g2VY7cy",140,1.12E+18,30/4/2019 06:14,Twitter Web Client,0,0,1
"@PrimLeRosey Hi Buddie, kindly note our lines get congested from time to time. However, you are free to engage us o… https://t.co/m61ChBONIO",140,1.12E+18,30/4/2019 05:53,Twitter Web Client,0,0,1
"@OgaSaint24 Hi Buddie, how may we assist you? ^LTN",50,1.12E+18,30/4/2019 05:47,Twitter Web Client,1,0,0
"@nyagwaya_daniel Hi Buddie, apologies for the experience. Kindly DM the card serial number, batch number and any fi… https://t.co/EMaSQqNBMT",140,1.12E+18,30/4/2019 05:46,Twitter Web Client,0,0,1
"@CeeVarie Hi @CeeVarie, kindly check your DM for the response. ^AS",66,1.12E+18,29/4/2019 20:58,Twitter Web Client,0,0,1
"@Duke_fitz Hi @Duke_fitz, the provided link doesn’t exist. Kindly provide the message via DM so that we can assist. ^AS",119,1.12E+18,29/4/2019 20:51,Twitter Web Client,0,0,1
"@Izzy__Kay Hi @Izzy__Kay, thank you for the feedback. Check your DM for the response. ^AS",89,1.12E+18,29/4/2019 20:40,Twitter Web Client,0,0,0
"@Tapsmal Hi @Tapsmal, check your DM for the response. ^AS",57,1.12E+18,29/4/2019 20:08,Twitter Web Client,0,0,0
"@TungaTekno Hey @TungaTekno, drop your phone number and transaction details in our DM so that we can assist. ^AS",112,1.12E+18,29/4/2019 19:31,Twitter Web Client,0,0,0
"@TynohEnhy98 Hi @TynohEnhy98, check your DM for the response. ^AS",65,1.12E+18,29/4/2019 19:23,Twitter Web Client,0,0,0
"@MilzMacMillan Hi @MilzMacMillan, check your DM for response. ^AS",65,1.12E+18,29/4/2019 19:19,Twitter Web Client,0,0,0
"@kudashlee Hi @kudashlee, we apologise for the challenge. Kindly DM your phone number, device type and error messag… https://t.co/s40Je4LNMv",140,1.12E+18,29/4/2019 19:13,Twitter Web Client,0,0,1
"@day_one_bae @econetzimbabwe Hi @day_one_bae, check your DM for the response. ^AS",81,1.12E+18,29/4/2019 19:02,Twitter Web Client,0,0,0
"@tryzier Hi @tryzier, we apologize for the experience. Kindly note that we are working on rectifying the challenge.… https://t.co/OtW2iIFeMX",140,1.12E+18,29/4/2019 18:57,Twitter Web Client,0,0,1
"@maiteejay2 Hi @maiteejay2, kindly check your DM for the response. ^AS",70,1.12E+18,29/4/2019 18:55,Twitter Web Client,0,0,1
"@chichie_vee Hi @chichie_vee, we have followed you back kindly DM the information so that we can investigate and assist. ^AS",124,1.12E+18,29/4/2019 18:40,Twitter Web Client,1,0,1
"@donky81 Hi @donky81, we are sorry you feel that way. Kindly provide the information requested in your DM via this… https://t.co/PsBvsDEXZY",139,1.12E+18,29/4/2019 18:36,Twitter Web Client,0,0,1
"@ChanelMMorgan1 Hi @ChanelMMorgan1, kindly provide your phone number and transaction details so that we can assist. ^AS",119,1.12E+18,29/4/2019 18:31,Twitter Web Client,0,0,1
"@AZimindi Hi @AZimindi, thank you for the feedback. Check your DM for the response. ^AS",87,1.12E+18,29/4/2019 17:46,Twitter Web Client,0,0,0
"@blesmuk Hi @blesmuk, kindly note that we have made a follow up on your query with reference ID CSD_20190429_000937… https://t.co/SvY4Ov9bIc",140,1.12E+18,29/4/2019 17:41,Twitter Web Client,0,0,1
"@AZimindi Hi @AZimindi, thank you for getting in touch. How can we assist you? ^AS",82,1.12E+18,29/4/2019 17:23,Twitter Web Client,0,0,0
"@_V_alerie_ Hey @_V_alerie, drop your phone number and transaction details in our DM so that we can assist. ^AS",111,1.12E+18,29/4/2019 17:20,Twitter Web Client,0,0,0
"@siwela_terence Hi @siwela_terence, DM the background information of the transaction so that we can assist further. ^AS",119,1.12E+18,29/4/2019 17:15,Twitter Web Client,1,0,0
"@Kudzai15599693 Hi @Kudzai15599693, kindly follow us back and DM your phone number and the transaction details so t… https://t.co/KjCwgJP7Gk",140,1.12E+18,29/4/2019 17:08,Twitter Web Client,0,0,1
"@Law_sinclair Hi @Law_sinclair, we apologise for the experience. The token was not generated kindly note that we ha… https://t.co/Brda8silwY",140,1.12E+18,29/4/2019 17:05,Twitter Web Client,0,0,1
"@Baba_Andile Hi @Baba_Andile, Pinterest is social media platform that allows users to share images associated with… https://t.co/MvxP1G5hs9",139,1.12E+18,29/4/2019 16:51,Twitter Web Client,2,1,1
"@coekx Hi @coekx, check your DM for the response. ^AS",53,1.12E+18,29/4/2019 16:43,Twitter Web Client,0,0,0
"@FreeSpeaker13 Hi @FreeSpeaker13, thank you for the continued support. ^AS",74,1.12E+18,29/4/2019 16:30,Twitter Web Client,0,0,0
"@mathethando Hi @mathethando, we apologize for the experience. Kindly note that we are working on rectifying the ch… https://t.co/zTpjiTGp5T",140,1.12E+18,29/4/2019 16:28,Twitter Web Client,1,0,1
"@Charlie_Mzizi Hi @Charlie_Mzizi, we apologize for the experience. Kindly note that we are working on rectifying th… https://t.co/lUXGDIVQ8g",140,1.12E+18,29/4/2019 16:27,Twitter Web Client,0,0,1
"@themiengineer28 Hi @themiengineer28, DM your phone number and transaction details so that we can assist. ^AS",109,1.12E+18,29/4/2019 16:09,Twitter Web Client,0,0,0
"@vimbai_el Hi @vimbai_el, check your DM for the response. ^AS",61,1.12E+18,29/4/2019 16:07,Twitter Web Client,0,0,0
"@tashahhk Hi @tashahhk, drop your EcoCash phone number and the transaction date in our DM so that we can look into it. ^AS",122,1.12E+18,29/4/2019 15:47,Twitter Web Client,1,0,0
"@TakuMufambi @nyarie_m Hi @TakuMufambi, please provide the intended recipient’s phone number as requested in your D… https://t.co/RTgVwfTbre",140,1.12E+18,29/4/2019 15:44,Twitter Web Client,1,0,0
"@grey__steve Hey @grey__steve, drop your phone number and transaction details in our DM so that we can investigate and assist. ^AS",130,1.12E+18,29/4/2019 15:42,Twitter Web Client,1,0,0
"@nyarie_m Hi @nyarie_m, kindly DM your phone number so that we can we can assist. ^AS",85,1.12E+18,29/4/2019 15:40,Twitter Web Client,0,0,1
"@nyarie_m Hi @nyarie_m, kindly DM your phone number so that we can we can assist. ^AS",85,1.12E+18,29/4/2019 15:39,Twitter Web Client,0,0,1
"@macdchikanga Hi @macdchikanga, kindly note that we have tried to contact you again on the provided number but it’s… https://t.co/f0ouxBFUFi",140,1.12E+18,29/4/2019 15:34,Twitter Web Client,0,0,1
"@OssyChicco26 Hi @OssyChicco26, kindly DM your phone number so that we can look into your wallet and assist. ^AS",112,1.12E+18,29/4/2019 15:19,Twitter Web Client,0,0,1
@blzakariya 👌,13,1.12E+18,29/4/2019 14:49,Twitter Web Client,0,0,0
"@Tsie_tha_Queen Hi @Tsie_tha_Queen, check your DM for the response. ^AS",71,1.12E+18,29/4/2019 14:48,Twitter Web Client,1,0,0
"@keaneyworld Hi @keaneyworld, each bundle has its own expiry date and time. Kindly follow this link for the terms a… https://t.co/iKkPZifpZ4",140,1.12E+18,29/4/2019 14:46,Twitter Web Client,0,0,1
"@Ruerue93338601 Hi @Ruerue93338601, we are sorry you feel that way. Kindly share your phone number via our DM so that we can assist. ^AS",136,1.12E+18,29/4/2019 14:40,Twitter Web Client,0,0,1
"@AsorM2 Hi @AsorM2, drop your phone number in our DM so that we can look into your EcoCash wallet and assist. ^AS",113,1.12E+18,29/4/2019 14:34,Twitter Web Client,0,0,0
"@princegumbie Hi @princegumbie, check your DM for the response. ^AS",67,1.12E+18,29/4/2019 14:31,Twitter Web Client,0,0,0
"@MasheedzeTheode Hi @MasheedzeTheode, thank you for contacting us. Kindly check your DM. ^AS",92,1.12E+18,29/4/2019 14:29,Twitter Web Client,0,0,1
"@TFuramera Hi @TFuramera, kindly DM your phone number so that we can investigate and assist. ^AS",96,1.12E+18,29/4/2019 14:22,Twitter Web Client,0,0,1
"@carlmhondiwa Hi @carlmhondiwa, thank you for taking our call. Take time to visit My Web Self-Care service: (… https://t.co/96rjH91wwU",134,1.12E+18,29/4/2019 14:19,Twitter Web Client,0,0,0
@Technoc04820110 Hey General. In order to get your details corrected please visit an Econet shop with your national… https://t.co/Zzi2pISOez,140,1.12E+18,29/4/2019 14:05,Twitter Web Client,0,0,1
"@Technoc04820110 Hi @Technoc04820110, thank you for contacting us. One of our agents will contact you shortly to assist. ^AS",124,1.12E+18,29/4/2019 14:04,Twitter Web Client,0,0,0
"@TTembani Hey @TTembani, drop the phone number in our DM so that we can look into your account and assist. ^AS",110,1.12E+18,29/4/2019 13:50,Twitter Web Client,0,0,0
"@MakumireEdward Hi @MakumireEdward, Kindly note any specific bundle takes precedence over the Daily data bundle whe… https://t.co/IciuVHEuCc",140,1.12E+18,29/4/2019 13:48,Twitter Web Client,0,0,1
@Nigelpedzie Thank you Nigel. We have done a reset on your line. May you please restart your device and try using t… https://t.co/PjYJiEr2XI,140,1.12E+18,29/4/2019 13:43,Twitter Web Client,0,0,0
"@coniey96 Hi @coniey96, thank you for your request. We have escalated it to the relevant team.  ^AS",99,1.12E+18,29/4/2019 13:43,Twitter Web Client,1,0,1
"@Tsie_tha_Queen @EcoCashZW Hi @Tsie_tha_Queen, thank you for taking our call. Check your DM for the response. ^AS",113,1.12E+18,29/4/2019 13:34,Twitter Web Client,1,0,0
@kudzichidzikwe Makadini Kudzai? Tiziviseiwo zvamanga muchida kuita pamawana error response iyo. ^TBR,101,1.12E+18,29/4/2019 13:32,Twitter Web Client,0,0,0
"@MissChigere We appreciate the feedback Florence, and we thank you for your continued support. ^TBR",99,1.12E+18,29/4/2019 13:31,Twitter Web Client,0,0,0
"@avocado_zw Hi there 🥑, kindly check your DM for our response. ^TAM",67,1.12E+18,29/4/2019 13:30,Twitter Web Client,0,0,1
"@TheophilusGod Hi there! May you please DM us your mobile number, the date on which you purchased the bundles, and… https://t.co/JgciacRNX9",139,1.12E+18,29/4/2019 13:26,Twitter Web Client,0,0,0
@MoyoMbongeni Thank you Mboe. Your DM will be responded to shortly! ^TBR,72,1.12E+18,29/4/2019 13:26,Twitter Web Client,0,0,0
"@EmmanuelNgondo1 Hi @EmmanuelNgondo1, we sincerely apologize for the delay, please note, our technical team is work… https://t.co/3ChpsY98oP",140,1.12E+18,29/4/2019 13:18,Twitter Web Client,0,0,1
"@Elijah86695340 Our apologies for the late response Elijah, we have responded. ^TAM",83,1.12E+18,29/4/2019 13:09,Twitter Web Client,0,0,-1
"@Elijah86695340 Hi Elijah, may you kindly DM us your number, location, and device type so we can check and assist. ^TAM",119,1.12E+18,29/4/2019 13:08,Twitter Web Client,0,0,1
"@Rufaro_ Hi Buddie, thanks for the feedback. Our helpline does get congested and we are continuously working to imp… https://t.co/1OpE777v0r",140,1.12E+18,29/4/2019 13:05,Twitter Web Client,0,0,1
"@LilArtsBanger Hi, we have responded @LilArtsBanger. ^TAM",57,1.12E+18,29/4/2019 13:03,Twitter Web Client,0,0,0
"@therealmackoyDT Hi @therealmackoyDT, may you kindly check your DM for our response. ^TAM",89,1.12E+18,29/4/2019 13:00,Twitter Web Client,0,0,1
@MakushaOscar Makadini Oscar? Tiziviseiwo bundle ramuri kureva. ^TBR,68,1.12E+18,29/4/2019 12:56,Twitter Web Client,0,0,0
"@btatenda1 Hey Jorginho, thank you for getting in touch with us. Kindly go to your Messages &gt;&gt;&gt; Message settings &gt;&gt;… https://t.co/xYbBT7I4jj",155,1.12E+18,29/4/2019 12:54,Twitter Web Client,0,0,1
@23_dennilson Hey Dennilson. Please note that when you purchase a data bundle it enables the bonus Twitter bundle t… https://t.co/KIKrTycGWE,140,1.12E+18,29/4/2019 12:35,Twitter Web Client,0,0,0
"@TendoeMafz Hi, @TendoeMafz, we are sorry about your experience. May you DM us the following details so we can assi… https://t.co/pY1OtLJVtL",140,1.12E+18,29/4/2019 12:30,Twitter Web Client,0,0,-1
"@marshallabra Hi Michael. May you please DM us your mobile number, the receiver's number, the amount and the date o… https://t.co/v2cjpPoOBF",140,1.12E+18,29/4/2019 12:22,Twitter Web Client,0,0,0
@ngirazid Hi @ngirazid kindly check your DM for our response. ^TAM,66,1.12E+18,29/4/2019 12:21,Twitter Web Client,0,0,1
@JXstyl Makadini @JXstyl? Titumireiwo number dzenyu ku DM nemusi wamakatenga ma bundles kuti tikwanise kukubatsirai zvizere. ^TBR,129,1.12E+18,29/4/2019 12:20,Twitter Web Client,0,0,0
"@hesedgal GHi Bibi, kindly check your DM for our response. ^TAM",63,1.12E+18,29/4/2019 12:20,Twitter Web Client,0,0,1
@simbarashemuny5 Hi Simbaashe. Our sincere apologies for the unpleasant experience. We have noted that you indeed p… https://t.co/iQGS0N2ztH,140,1.12E+18,29/4/2019 12:15,Twitter Web Client,0,0,-1
"@MafungaIshe Hi Ishe, thank you for the feedback, may you kindly DM your mobile number, bundle value, and device na… https://t.co/X8gmvO2Z7W",140,1.12E+18,29/4/2019 12:14,Twitter Web Client,0,0,1
"@NMatemai Hi @NMatemai, please check your DM. ^TAM",50,1.12E+18,29/4/2019 12:12,Twitter Web Client,1,0,0
"@MafungaIshe Hi @MafungaIshe, sorry for your experience on our network. Kindly share with us via DM your mobile num… https://t.co/9CUurKlxrL",140,1.12E+18,29/4/2019 11:53,Twitter Web Client,0,0,1
"@InolaSchucks Hi @InolaSchucks, may you kindly share your mobile number, bundle value, and device name so we can check and assist. ^TAM",135,1.12E+18,29/4/2019 11:46,Twitter Web Client,0,0,1
"@Sharon_08_Fish Hi, there @Sharon_08_Fish, kindly note that the bundles reflect and activate automatically upon pur… https://t.co/dTQSwk4mBa",140,1.12E+18,29/4/2019 11:43,Twitter Web Client,0,0,1
"@Nigelpedzie Hi @Nigelpedzie, may you kindly DM your mobile number, bundle value, and device name so we can check and assist. ^TAM",130,1.12E+18,29/4/2019 11:38,Twitter Web Client,0,0,1
