,Tweets
281,"@MudzingwaOswald Hie Oswald. Sorry, we can only see your outgoing calls on our system. ^GFK"
282,"@maikumbirai24 Hi @maikumbirai24, the issue is still work in progress and we will communicate once we are done. ^MM"
283,@MudzingwaOswald Kindly note that we will not be able to confirm if your number has been cloned.
284,"@MudzingwaOswald Our records are showing that there is no challenge with your sim card. Also, note that there canno… https://t.co/v4x66oGPIS"
285,"@machongwe2011 Hi @machongwe2011, may you kindly share the dates when the deductions were done and the amounts so t… https://t.co/r93MHkpEPP"
286,"@IsauMoyo Makadini @IsauMoyo, tirikugadzirisa dambudziko racho. Tichifanogadzirisa tirikukuridzirai kuti mushandise… https://t.co/dlvNLbSq3m"
287,@Kris_Kuda @MzoeSeven Thank you for the feedback @Kris_Kuda. ^MM
288,@girlwithnocrush We have responded to your DM. ^MM
289,"@lsaacDrizzle @_malachi__ @econetzimbabwe Hi @lsaacDrizzle, may you kindly send a message with the keyword STOP to 30440. ^MM"
290,@patiencemurebw1 👍
291,"@imanjengwa Hi @imanjengwa, kindly check your DM for our response. ^MM"
292,@iAmKudaMaynard @1changamire May you kindly DM your mobile number for assistance. ^MM
293,@aquamarynn Kindly confirm if you have checked your usage on My Web Self-care as advised. ^MM
294,"@Kris_Kuda @MzoeSeven Hi @Kris_Kuda, thank you for taking our call. As discussed may you kindly confirm if you were successful. ^MM"
295,"@girlwithnocrush Hi @girlwithnocrush, we apologise for the experience. Kindly DM your mobile number, date, amount,… https://t.co/2CZyAgtre0"
296,@Baba_ka_Owami @EcoCashZW Apologies you can check your DM for our response. ^MM
297,@aquamarynn 😀
298,"@Baba_ka_Owami @EcoCashZW Hi @Baba_ka_Owami, may you kindly share the challenge faced so that we can assist. ^MM"
299,"@Ngonidzashetad4 @ZvenyikaChindo3 @kweseplayzw Kindly dial *119#, select option 1, select option 1, confirm if that… https://t.co/Nc6mSzl0A0"
300,@aquamarynn Kindly DM your mobile number and the type of bundle. ^MM
301,"@MudzingwaOswald Hi @MudzingwaOswald, may you kindly share your mobile number for assistance. ^MM"
302,"@_malachi__ @econetzimbabwe Hi @_malachi__, we value your feedback and have taken note of your concern. May you kin… https://t.co/6iwfUEF7XJ"
303,"@SharonHikwa Hi @SharonHikwa, apologies kindly DM your mobile number and the type of handset for assistance. ^MM"
304,"@bull_eland Hi @bull_eland, kindly note that your DM has been responded to. ^MM"
305,@aquamarynn How may we be of assistance @aquamarynn? ^MM
306,@iam_kingbee We are looking into the issue. You will receive a notification message once the reversal is done. ^MM
307,"@dmugadza Afternoon David. Please send ""STOP""to 30440. ^GFK"
308,"@Ngonidzashetad4 @ZvenyikaChindo3 Hi @Ngonidzashetad4, kindly note Kwese TV is still available with an annual fee o… https://t.co/FGsijfSQ2A"
309,@Ngonidzashetad4 @kweseplayzw / @iflixZW kindly assist.
310,"@morrmak Hi Buddie. Kindly send ""STOP"" to 30440. ^GFK"
311,"@stuk_in_the_mud Hie Buddie, thank you for your insight. Your feedback will be shared with the relevant team. ^GFK"
312,"@1changamire Hey there. Kindly send ""STOP"" to 30440. ^GFK"
313,@SirMekaldo @econetzimbabwe Apologies for the delay. The issue is being addressed and once done you will receive a notification message. ^MM
314,"@Vari_Tagwireyi Hie Vari. The bundles are called Daily, Weekly or Monthly bundles, reason being if you do not use t… https://t.co/cipvySA0Tv"
315,@JeraZW The reference means your query has been escalated for rectification. Once your request for the conversion h… https://t.co/qqMtOyjitj
316,"@mangena_takunda Hie Takunda, kindly DM your number and the date that you made the transaction. ^GFK"
317,"@ljdavidmanyeza Hie Buddie. To check your daily and monthly limit, dial*151#, enter PIN, select option 7: Wallet Se… https://t.co/lGjXseYC20"
318,@PkayDominic 👌
319,"@SirMekaldo Sorry for the inconvenience @SirMekaldo. Once the issue has been resolved, you will receive a notification. ^GFK"
320,"@vargoe21 Hie Valentine. Kindly DM your number and explain the challenge that you are facing in detail, we will assist. ^GFK"
321,"@nhliziyo94 Hey Buddie, sorry about that. Kindly DM your number, meter number, the date and amount of the transacti… https://t.co/URFYZqu90c"
322,"@Chipo05894302 Hi @Chipo05894302, thank you for the feedback. Kindly follow us back for further assistance. ^AS"
323,"@iam_kingbee Apologies for the challenge @iam_kingbee. Kindly share your mobile number, date of purchase and amount… https://t.co/zdqM7bRzCO"
324,@KingChyname May you please check your inbox for our response. ^DTM
325,"@harmonyagere Hi @harmonyagere, on the provide date you purchased a WhatsApp weekly bundle, a Data daily Bundle, RT… https://t.co/oJhs7T4Fx3"
326,"@PkayDominic Hi @PkayDominic, DM the phone number of the line so that we can look into it and advice. ^AS"
327,"@EcoCashZW @VMsengi Hi @VMsengi, how can we assist you with the provided information? ^AS"
328,"@mkombo_s You are welcome Shelly, our support team is working on resolving your query. ^DTM"
329,"@Audreybandaa888 Hello Audrey, kindly  note that your bundle was active and has since expired. You may track your u… https://t.co/mwrPaoDqD1"
330,@JeraZW Thank you for the feedback. Check your DM for the response. ^AS
331,"@giftmun Hi @giftmun, you are welcome and thank you for the feedback, have a great day. ^DTM"
332,"@giftmun @EcoCashZW Hi @giftmun, thank you for the feedback. For any other Ecocash related queries you can now enga… https://t.co/JQkxsFOnBu"
333,"@Ngonidzashetad4 Hi @Ngonidzashetad4, may you please DM us your mobile number, Kwese account number and the error r… https://t.co/kMY0TOkAHE"
334,"@Kris_Kuda Hi @Kris_Kuda, drop your phone number in our DM so that we can escalate for investigating and assistance. ^AS"
335,@KOKERAICHIKERE1 You are welcome Kokerai. For any other Ecocash related queries you can now engage us on WhatsApp p… https://t.co/Lhwx7p0JMU
336,"@linzYNWA Hi Allen, we apologise for the experience. Kindly check your inbox for our response. ^DTM"
337,"@ngonicha Hi @ngonicha, check your DM for the response. ^AS"
338,"@__Lesley____ @nobula9 @EcoCashZW Hi Lesley, DM your phone number and query so that we can make a follow and assist. ^AS"
339,"@iam_kingbee Hi @iam_kingbee, how may we assist you? ^DTM"
340,"@Ndi_Ash Hi William, may you please check your inbox for our response. ^DTM"
341,"@stuk_in_the_mud Hi @stuk_in_the_mud, check your DM for the response. ^AS"
342,"@kudziealbert Hi @kudziealbert, check your DM for the response. ^AS"
343,"@Chipo05894302 Hi @Chipo05894302, the provided number is not taking our call. Kindly follow us back so that we can assist. ^AS"
344,"@EcoCashZW @geoffmunemo Hi @geoffmunemo, we apologize for the experience. Kindly note that our technicians are work… https://t.co/6WHwnpZ7kq"
345,"@Trishent44 Hello Tatman, may you please DM us your mobile number and the error message you are getting when withdr… https://t.co/0arg4sfZel"
346,"@mkombo_s Hey Shelly, thank you for letting us know of this challenge. We have escalated the issue to our support t… https://t.co/TZuorqZCAM"
347,"@JeraZW Hi @JeraZW, drop your phone number in our DM so that we can assist with the bundle conversion. ^AS"
348,"@StevenF65974008 Hey @StevenF65974008, we have followed you kindly follow us back for further assistance. ^AS"
349,"@MatopodziNyasha Hi Nyasha, please check your DM for our response. ^DTM"
350,@vaChihoro_o @econetzimbabwe Thank you for the continued support. For any other Ecocash related queries you can now… https://t.co/JkgtuvWIU5
351,"@MatopodziNyasha Hi @MatopodziNyasha, may you please DM us your mobile number and I.D number so that we can assist. ^DTM"
352,"@bouffdaddy11 Hey Buddie, kindly check your DM for our response. ^VM"
353,"@Trishent44 Hello, how may we be of assistance today? ^VM"
354,@Trishent44 Good day Buddie.
355,"@pharienyasha Hey Nyasha, had it been the sim card you would be facing challenges despite the device you use. It co… https://t.co/qV47pSTrPR"
356,@harmonyagere Kindly let us know the date of the transaction so that we can comprehensively look into the matter. ^VM
357,"@fafiemano Hi @fafiemano, check your DM for the response. ^AS"
358,"@nobula9 @EcoCashZW Hi @nobula9, drop your number in our DM so that we can investigate and assist. ^AS"
359,"@cmbanhete Hi @cmbanhete, may you DM us your mobile number so that we can investigate and assist. ^DTM"
360,"@cmbanhete Hi @cmbanhete, may you DM us your mobile number so that we can investigate and assist. ^DTM"
361,@KingChyname May we know the Econet shop you visited so that we can further assist. ^DTM
362,"@LarryTrusida @EcoCashZW Hi @LarryTrusida, we have made a follow up on your query with reference ID CSD_20190510_00… https://t.co/YAXbee9QuV"
363,"@SkimG2 Hey Buddie, note that you can now check your usage by registering on My Web SelfCare. To register on the pl… https://t.co/PHudHK28gm"
364,"@_Madzoka Hey Buddie, kindly DM us your experience so that we can look into the matter and assist you accordingly. ^VM"
365,"@rutly12 Hi @rutly12, may you please DM us your mobile number so that we can check. Please, note that you also have… https://t.co/0P0MEi1JD4"
366,"@kudziealbert Hi @kudziealbert, drop your phone number in our DM so that we can look into it and assist. ^AS"
367,@Nem_Leceh 👌
368,"@vuyi_chaza Hello Vuyi, note that you can track your usage by registering on My Web SelfCare for free. Please follo… https://t.co/5peGEclbYY"
369,@vaChihoro_o @econetzimbabwe Good morning Rutendo. We sincerely apologise for the unpleasant experience. Kindly DM… https://t.co/nRtsj7Mcqg
370,"@KOKERAICHIKERE1 Hi @KOKERAICHIKERE1, we have engaged our support to assist with converting the bundle. ^DTM"
371,"@bouffdaddy11 Hi Trinity, may you please DM us your mobile number and the date of the transaction so that we can further assist. ^DTM"
372,@Bishopellchapo Hello Bishop. We sincerely apologise for the unpleasant experience. Kindly provide us with the foll… https://t.co/b4Fp0R6xhV
373,@dirkxonn 👍
374,"@shayno_mak Hi @shayno_mak, may you DM your mobile number and please confirm the name of the App you are falling to… https://t.co/ximwk73GnU"
375,@ceezyzw Please check your inbox for our response. ^DTM
376,"@nashrutsate Hello Nash, we sincerely apologise that we have no means to locate them. ^VM"
377,@mnhenderere It is a direct message or (inbox). ^VM
378,"@Evemildred Hello Eve. We sincerely apologise for the unpleasant experience. Kindly DM us the following details:
•F… https://t.co/tco1aFSGOu"
379,@Bishopellchapo Hello Bishop. We sincerely apologise for the unpleasant experience. Kindly provide us with the foll… https://t.co/Nh3zo2YDQi
380,"@harmonyagere @buttlernhepure @IsheMwendamberi @kuntowaz @matigary Hello @HarmonyCharie, we sincerely apologise for… https://t.co/IvlWKGd0P3"
381,"@KJeremyJames Hi @KJeremyJames, register for free the service is zero rated which means you can browse the website… https://t.co/3V9xY4v7N0"
382,"@pharienyasha Hi @pharienyasha, may you please confirm if you are facing the same challenge when using a different handset. ^DTM"
383,@ArtishiaM1 👍
384,"@ngwanyalo Hello Thokozile, we kindly note that adjustments will be made to all SendHome top-up. Kindly share your… https://t.co/5NyvzO9Dq5"
385,"@MulamboNyarai Hello Myarai, we sincerely apologise for the unpleasant experience. Kindly provide us with your mobi… https://t.co/ucPagJKvps"
386,@ArtishiaM1 👍
387,@georgezimani May you please confirm the date of purchase. ^DTM
388,"@lucky_boyce Hi @lucky_boyce, drop your phone number in our DM so that we can investigate and assist. ^AS"
389,"@nyatiimhenyu47 Hi @nyatiimhenyu47, DM your phone number, iflix app support ID, the date of bundle purchase and the… https://t.co/GhA6hmATkm"
390,@iamTinashePhiri Hi Tinashe. Private WIFI bundles are bundles are are usable in modems and on your mobile number as… https://t.co/IGHjW3B3lM
391,"@kudziealbert Hi there! May you please DM us your mobile numbers, the date on which you purchased the bundles, and… https://t.co/pmIGbb4aUb"
392,"@georgezimani Hi @georgezimani, may you please check your DM for our response. ^DTM"
393,"@CarienTendengu1 Anytime Carien, stay inspired. ^VM"
394,"@lamb4you Hi @lamb4you, take note that data is charged per usage and not as per the period connected. If you have a… https://t.co/74s09oxoJB"
395,"@LeviChangadzo Hey Buddie, we thank you for the details. May you please also highlight the method you used to make… https://t.co/5bl0eKD6X0"
396,"@elgarad8 Hi @elgarad8, check your inbox for the response. ^AS"
397,@emmah_emmahmac 👍
398,"@LeviChangadzo Hello @LeviChangadzo, please check your DM for our response. ^DTM"
399,"@Fungai_05 Hey Buddie, kindly check your DM for our response. ^VM"
400,@tino_maweni May you please check your DM for our response. ^DTM
401,"@ChirambiwaLast Hey @ChirambiwaLast, the Ecocash balance enquiry charge is RTGS$0.10. For any other Ecocash related… https://t.co/0HL2liz8H3"
402,"@tinahapanga Hi @tinahapanga, DM your query so that we can look into it and assist. ^AS"
403,"@elgarad8 Hello Dust, may we know the challenge you are facing so that we may assist you. ^DTM"
404,"@Ashiemugaz85 Hey @Ashiemugaz85, please DM us your mobile number so that we check and assist. ^DKM"
405,"@elgarad8 Hey @elgarad8, please check your DM for our response.^DKM"
406,"@KutyauripoJotam Hey @GoppazZim, please note that we have a live chat platform that you can engage us on for real-time assistance.^DKM"
